Manufacturer,Permit Number,DATE,VIN NUMBER,"VEHICLE IS CAPABLE OF OPERATING WITHOUT A DRIVER
(Yes or No)","DRIVER PRESENT
(Yes or No)","DISENGAGEMENT INITIATED BY
(AV System, Test Driver, Remote Operator, or Passenger)","DISENGAGEMENT
LOCATION
(Interstate, Freeway, Highway, Rural Road, Street, or Parking Facility)",DESCRIPTION OF FACTS CAUSING DISENGAGEMENT
"Udelv, Inc",AVT029,09/13/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,09/13/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,09/13/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,09/13/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,09/13/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Perception discrepancy - a discrepancy arose between how vehicle's perception sensor (radar, lidar, and camera) data perceived the vehicle's environment, and how a human driver perceived the environment"
"Udelv, Inc",AVT029,09/13/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,09/13/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,09/13/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,09/16/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,09/16/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,09/16/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,09/17/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,09/17/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,09/17/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,09/17/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,09/17/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,09/17/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,09/17/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,09/17/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,09/17/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,09/17/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,09/17/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,09/17/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,09/17/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,09/17/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,09/17/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,09/17/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,09/20/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,09/20/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,09/30/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,09/30/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,09/30/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,09/30/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,09/30/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,09/30/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,09/30/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,09/30/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,10/01/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,10/01/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,10/01/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,10/01/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,10/01/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,10/01/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,10/01/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,10/01/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,10/01/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,10/01/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,10/03/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,10/03/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
"Udelv, Inc",AVT029,10/03/19,NM0LS7F79J1360493,Yes,Yes,Test Driver,Street,"Unwanted maneuver or stop by vehicle - the vehicle's trajectory planner produced a trajectory that was unsatisfactory, or the vehicle's control systems failed to follow a planned trajectory with sufficient accuracy"
